Tempo,DimInput,posCercata
923000.0,100,40
51050.0,100,24
80800.0,100,42
68300.0,100,54
36316.666666666664,100,6
49416.666666666664,100,89
51925.0,100,8
37000.0,100,100
36983.333333333336,100,19
33983.333333333336,100,39
26175.0,100,27
24366.666666666668,100,19
24000.0,100,86
14226.666666666666,100,17
17441.666666666668,100,84
14757.142857142857,100,41
14006.666666666666,100,19
8629.166666666666,100,24
12956.25,100,99
11388.888888888889,100,85
10894.736842105263,100,56
10647.368421052632,100,51
9431.818181818182,100,32
8080.0,100,21
9809.52380952381,100,63
10270.0,100,82
193066.66666666666,100,40
8982.608695652174,100,92
6836.666666666667,100,17
6440.625,100,95
4760.46511627907,100,4
4504.444444444444,100,34
5020.0,100,75
5454.054054054054,100,73
5313.1578947368425,100,72
5187.179487179487,100,93
4652.272727272727,100,54
4157.142857142857,100,11
5722.857142857143,100,46
4325.531914893617,100,10
5675.0,111,47
6072.727272727273,111,109
5708.333333333333,111,66
4674.418604651163,111,8
5655.555555555556,111,106
5586.111111111111,111,38
4835.714285714285,111,72
3992.156862745098,111,13
4792.857142857143,111,57
4973.170731707317,111,17
4609.090909090909,111,40
5462.1621621621625,111,79
5135.897435897436,111,30
5630.555555555556,111,51
5318.421052631579,111,58
4895.121951219512,111,58
4572.727272727273,111,7
5661.111111111111,111,98
5577.777777777777,111,97
5110.0,111,7
6052.941176470588,111,73
6026.470588235294,111,103
6145.454545454545,111,85
5141.025641025641,111,73
4627.272727272727,111,56
4439.130434782609,111,12
4809.523809523809,111,3
4679.069767441861,111,95
6570.967741935484,111,89
4797.619047619048,111,55
5982.35294117647,111,76
4202.083333333333,111,12
9168.181818181818,111,96
5647.222222222223,111,84
4593.181818181818,111,10
6172.727272727273,111,100
5102.5,111,67
4568.181818181818,111,15
6625.806451612903,111,58
6154.545454545455,111,73
6786.666666666667,124,50
5973.529411764706,124,45
5947.058823529412,124,33
5908.823529411765,124,77
6519.354838709677,124,86
6923.333333333333,124,105
6609.677419354839,124,3
6910.3448275862065,124,109
5347.368421052632,124,18
6362.5,124,40
5811.428571428572,124,78
6072.727272727273,124,2
5745.714285714285,124,33
5652.777777777777,124,22
4946.341463414634,124,24
6674.193548387097,124,77
6713.333333333333,124,80
6393.75,124,101
6937.931034482759,124,116
6516.129032258064,124,22
5955.882352941177,124,77
6145.454545454545,124,88
6538.709677419355,124,112
6509.677419354839,124,99
6525.806451612903,124,70
6248.484848484848,124,39
6706.666666666667,124,99
6236.363636363636,124,77
5566.666666666667,124,1
6846.666666666667,124,15
5991.176470588235,124,73
6723.333333333333,124,93
5774.285714285715,124,50
6733.333333333333,124,71
5597.222222222223,124,12
5991.176470588235,124,49
5802.857142857143,124,68
5932.35294117647,124,83
8068.0,124,39
7533.333333333333,124,122
13162.5,138,99
12241.176470588236,138,18
12650.0,138,36
11052.631578947368,138,23
6903.333333333333,138,6
6265.625,138,47
6554.8387096774195,138,62
6218.181818181818,138,48
6359.375,138,62
7471.428571428572,138,2
10030.0,138,6
8529.166666666666,138,104
8387.5,138,11
7846.153846153846,138,120
7350.0,138,52
9060.869565217392,138,118
14442.857142857143,138,109
17283.333333333332,138,108
10836.842105263158,138,16
11488.888888888889,138,102
14585.714285714286,138,72
11988.235294117647,138,9
13218.75,138,18
13480.0,138,119
13893.333333333334,138,19
12862.5,138,119
12525.0,138,95
12276.470588235294,138,71
11488.888888888889,138,108
12775.0,138,37
13093.75,138,76
13706.666666666666,138,84
11550.0,138,56
10731.578947368422,138,83
12537.5,138,71
12058.823529411764,138,61
12088.235294117647,138,65
11211.111111111111,138,61
12376.470588235294,138,120
12182.35294117647,138,46
8120.0,154,46
8804.347826086956,154,90
8641.666666666666,154,134
7730.7692307692305,154,84
8500.0,154,118
8156.0,154,107
7769.2307692307695,154,90
8756.521739130434,154,127
8591.666666666666,154,124
7242.857142857143,154,37
7842.307692307692,154,87
8404.166666666666,154,126
8412.5,154,144
8016.0,154,30
5862.857142857143,154,51
7455.555555555556,154,58
8826.08695652174,154,133
8504.166666666666,154,111
7973.076923076923,154,117
7455.555555555556,154,72
7160.714285714285,154,27
8120.0,154,24
7923.076923076923,154,6
8808.695652173914,154,110
7289.285714285715,154,50
7892.307692307692,154,19
9363.636363636364,154,123
8658.333333333334,154,18
7153.571428571428,154,1
7715.384615384615,154,94
7551.851851851852,154,79
7310.714285714285,154,50
7020.689655172414,154,13
8973.91304347826,154,107
7160.714285714285,154,108
6944.827586206897,154,70
8847.826086956522,154,145
